Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Lanvin,4.5,41,Bergamot,Rumeur 2 Rose,Lanvin,"Available in 30 ml, 50 ml and 100 ml","Bergamot, Grapefruit, Lemon, Orange, Leaves (green), Pear","Lily of the Valley (Muguet), Rose (white), Honeysuckle","Woody notes, Amber, Musk",Women,,2008,,,,
Romeo Gigli,4.6,35,Citrus,Romeo Gigli,Romeo Gigli,"Available in 2 ml, 7 ml, 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Mandarin, Sea breeze accord, Melon (Canteloupe)","Rose (Moroccan), White nymphaea lily, Licorice","Iris (Orris), Cedarwood, Musk",Women,,2003,,,,
Prada,4.7,6,Bergamot,Prada Candy Sugar Pop,Prada,Available in 8 ml and 80 ml,,,,Women,,2018,,,,
Oscar De La Renta,4.5,8,Floral,Oscar De La Renta Extraordinary Petale,Oscar De La Renta,Available in 90 ml,,,,Women,,2016,,,,
Nissan,,,Vanilla,Nissan 350z,Nissan,Available in 100 ml,,,,Men,,,,,,
Narciso Rodriguez,4.1,9,,Narciso Rodriguez Ambree,Narciso Rodriguez,,,,,Women,,2020,,,,
Michael Kors,5.0,3,,Super Gorgeous,Michael Kors,Available in 50 ml and 100 ml,,,,Women,,,,,,
Kkw Fragrance,,,,Kkw X Kris,Kkw Fragrance,Available in 30 ml,,,,Women,,,,,,
Gucci,5.0,4,Jasmine,Gucci Bloom Ambrosia Di Fiori,Gucci,Available in 100 ml,,,,Women,,2019,,,,
Givenchy,4.7,31,Cedar,Eau Demoiselle,Givenchy,"Available in 4 ml, 50 ml and 100 ml",,,,Women,,2010,,,,
Parfums De Coeur,4.9,25,Bergamot,Designer Imposters Confess,Parfums De Coeur,Available in 30 ml and 75 ml,,,,Women,,,,,,
Davidoff,4.2,18,Patchouli,Cool Water Wave,Davidoff,Available in 75 ml and 125 ml,,,,Men,,2017,,,,
Clean,4.6,5,fresh,Clean Sueded Oud,Clean,"Available in 1 ml, 10 ml and 100 ml",,,,Women,,2016,,,,
Cofinluxe,4.3,24,Citrus,Café,Cofinluxe,"Available in 30 ml, 60 ml and 90 ml","Lime, Verbena, Artemisia (Armoise)","Jasmine, Ylang-ylang, Cinnamon, Clove, Rosemary","Patchouli, Oakmoss, Musk, Incense",Women,,1979,,,,
Dana,3.4,9,Bergamot,British Sterling Him Reserve,Dana,Available in 112 ml,,,,Men,,2014,,,,
Ajmal,4.6,22,,Ajmal Aristocrat,Ajmal,Available in 1 ml and 75 ml,,,,Women,,2018,,,,
Afnan,4.6,17,Jasmine,Afnan Rare Tiffany,Afnan,Available in 100 ml,,,,Women,,,,,,
Valentino,5.0,4,Rose,Valentino Donna Rosa Verde,Valentino,Available in 8 ml and 125 ml,,,,Women,,2018,,,,
Valentino,4.9,8,Rose,Valentina Pink,Valentino,Available in 50 ml and 80 ml,,,,Women,,2015,,,,
Tous,5.0,3,,Tous Kids,Tous,Available in 100 ml,,,,Women,,,,,,
Tous,4.3,14,Bergamot,Tous 1920 The Origin,Tous,Available in 60 ml and 100 ml,,,,Men,,2017,,,,
Zadig & Voltaire,4.3,10,Vanilla,This Is Him,Zadig & Voltaire,"Available in 8 ml, 18 ml, 30 ml, 50 ml, 77 ml, 100 ml and 200 ml",,,,Men,,2016,,,,
Davidoff,4.6,18,,The Game,Davidoff,"Available in 38 ml, 60 ml and 100 ml",,,,Men,,2012,,,,
Estee Lauder,4.9,65,Floral,Spellbound,Estee Lauder,"Available in 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 100 ml and 248 ml","Citrus accord, Lily of the Valley (Muguet)","Narcissus, Orange blossom, Clove","Sandalwood, Vetiver, Amber, Vanilla",Women,,1991,,,,
Bvlgari,4.5,74,Floral,Petits & Mamans,Bvlgari,"Available in 2 ml, 5 ml, 38 ml, 40 ml, 100 ml and 200 ml","Bergamot, Sweet orange, Rosewood","Rose (Eglantine-wild), Sunflower, Chamomile, Heliotrope","Iris (Orris), Vanilla, Peach (white)",Women,,1998,,,,
Jacques Bogart,,,,One Man Show Emerald,Jacques Bogart,Available in 100 ml,,,,Men,,,,,,
Montale,4.8,13,Floral,Montale Honey Aoud,Montale,Available in 8 ml and 100 ml,,,,Women,,2015,,,,
Michael Kors,4.3,8,Rose,Michael Kors Sparkling Blush,Michael Kors,Available in 100 ml,,,,Women,,2018,,,,
Elie Saab,4.5,19,fresh,Le Parfum Elie Saab Rose Couture,Elie Saab,"Available in 7 ml, 30 ml, 50 ml, 75 ml and 90 ml",,,,Women,,2016,,,,
Jean Paul Gaultier,4.6,46,Bergamot,Jean Paul Gaultier Le Male Ultra,Jean Paul Gaultier,Available in 125 ml,,,,Men,,2015,,,,
Jean Paul Gaultier,4.6,50,"Musk, Amber",Jean Paul Gaultier 2,Jean Paul Gaultier,"Available in 3 ml, 10 ml, 38 ml, 90 ml, 120 ml, 125 ml and 200 ml",Ambergris,Musk,Vanilla,Women,,2005,,,,
Jaguar,3.5,4,Bergamot,Jaguar Ultimate Power,Jaguar,Available in 100 ml,,,,Men,,2019,,,,
Etat Libre D'orange,5.0,1,Cedar,I Am Trash Les Fleurs Du Dechet,Etat Libre D'orange,"Available in 8 ml, 50 ml and 100 ml",,,,Men and Women,,2018,,,,
Alfred Dunhill,4.0,20,Spicy,Dunhill Icon Elite,Alfred Dunhill,Available in 100 ml,,,,Men,,2016,,,,
Jean Couturier,4.5,164,Floral,Coriandre,Jean Couturier,"Available in 1 ml, 7 ml, 9 ml, 33 ml, 50 ml, 100 ml, 104 ml, 157 ml, 200 ml and 240 ml","Orange blossom, Angelica root, Coriander, Aldehydes","Geranium, Iris (Orris), Jasmine, Lily, Rose, Ylang-ylang","Patchouli, Sandalwood, Vetiver, Oakmoss, Civet, Musk",Women,,1973,,,,
Clean,4.4,36,Citrus,Clean Ultimate,Clean,"Available in 6 ml, 30 ml, 63 ml, 100 ml and 177 ml","Bergamot, Lemon, Lime, Neroli","Jasmine, Lavender, Tuberose",Musk (clean),Women,,2004,,,,
Yves Saint Laurent,4.8,12,,Black Opium Intense,Yves Saint Laurent,Available in 50 ml and 90 ml,,,,Women,,2019,,,,
Banana Republic,4.3,24,Cedar,Banana Republic Black Walnut,Banana Republic,"Available in 8 ml, 50 ml, 100 ml and 150 ml",Cognac,Tobacco leaves,Cedarwood,Men,,206,,,,
Armaf,4.2,10,Bergamot,Armaf Tag Her,Armaf,Available in 100 ml,,,,Women,,,,,,
Guerlain,4.3,24,Bergamot,Aqua Allegoria Bergamote Calabria,Guerlain,"Available in 30 ml, 75 ml, 125 ml and 200 ml",,,,Women,,2017,,,,
Al Haramain,4.5,19,Jasmine,Al Haramain Junoon Noir,Al Haramain,Available in 75 ml,,,,Women,,2016,,,,
Acqua Di Parma,5.0,12,Bergamot,Acqua Di Parma Magnolia Nobile,Acqua Di Parma,"Available in 1 ml, 100 ml and 125 ml","Bergamot, Citrus accord, Lemon, Magnolia","Jasmine, Rose (Bulgarian), Tuberose","Patchouli, Sandalwood, Vetiver, Vanilla",Women,,2009,,,,
Ford,5.0,2,fresh,50 Years Ford Mustang,Ford,Available in 100 ml,,,,Men,,2015,,,,
Tommy Hilfiger,4.0,5,,Tommy Hilfiger Impact,Tommy Hilfiger,,,,,Men,,2020,,,,
Antonio Banderas,4.6,11,fresh,The Secret,Antonio Banderas,"Available in 50 ml, 100 ml and 200 ml","Bergamot, Mint, Grapefruit (white)","Cardamom, Cinnamon, Pepper, Licorice, Apple","Leather, Patchouli, Musk, Tonka bean, Vanilla",Men,,2010,,,,
YZY Perfume,4.3,3,Bergamot,Territoire Platinum,YZY Perfume,Available in 100 ml,,,,Men,,,,,,
Diesel,5.0,1,Bergamot,Spirit Of The Brave Intense,Diesel,Available in 75 ml,,,,Men,,2020,,,,
Marilyn Miglin,3.5,4,Floral,Pheromone Red,Marilyn Miglin,Available in 50 ml and 100 ml,,,,Women,,2014,,,,
Michael Kors,3.0,1,Jasmine,Michael Kors Wonderlust Eau De Voyage,Michael Kors,Available in 100 ml,,,,Women,,2020,,,,
Issey Miyake,,,,L'eau D'issey Shades Of Kolam,Issey Miyake,Available in 125 ml,,,,Men,,,,,,
Parfums De Marly,4.5,30,Bergamot,Layton Exclusif,Parfums De Marly,"Available in 8 ml, 75 ml and 125 ml",,,,Men,,2017,,,,
Lancome,4.7,11,Rose,La Nuit Tresor A La Folie,Lancome,Available in 50 ml and 75 ml,,,,Women,,2018,,,,
Joop!,4.6,17,,Joop Le Bain,Joop!,"Available in 8 ml, 40 ml, 75 ml and 200 ml","Magnolia, Lychee","Rose (Turkish, Ottoman), Sandalwood, Amber","Tonka bean, Vanilla",Women,,1988,,,,
Jo Malone,5.0,2,,Jo Malone Cypress & Grapevine,Jo Malone,Available in 50 ml and 100 ml,,,,Men and Women,,2020,,,,
Initio,,,,Initio Oud For Happiness,Initio,Available in 90 ml,,,,Men and Women,,,,,,
Hollister,4.5,2,,Hollister Jake,Hollister,Available in 50 ml and 100 ml,,,,Men,,,,,,
Guerlain,4.5,176,Citrus,Habit Rouge,Guerlain,"Available in 8 ml, 50 ml, 75 ml, 100 ml, 150 ml, 154 ml and 200 ml","Bergamot, Lemon, Lime, Orange (bitter)","Neroli, Spices, Cedarwood, Patchouli","Leather, Amber, Vanilla",Men,,1965,,,,
Escada,4.5,66,Earthy Greens,Escada Ocean Lounge,Escada,"Available in 2 ml, 4 ml, 30 ml, 50 ml, 100 ml, 150 ml, 151 ml and 200 ml","Chambord Liqueur, Strawberry meringue, Blackcurrant buds (Cassis), Pear nectar, Plum","Davana, Jasmine, Mimosa, Poppy (blue), Violet petal sorbet, Lychee","Teak, Amber (transparent), Vanilla (transparent), Tonka bean",Women,,2008,,,,
Donna Karan,4.9,7,Jasmine,Dkny Stories,Donna Karan,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2018,,,,
Fragluxe,4.6,11,Citrus,Cuba Black,Fragluxe,"Available in 34 ml, 100 ml and 195 ml",,,,Men,,,,,,
Davidoff,4.5,2,Rose,Cool Water Mera,Davidoff,Available in 100 ml,,,,Women,,2020,,,,
Bvlgari,4.8,4,Jasmine,Bvlgari Splendida Jasmin Noir,Bvlgari,Available in 50 ml and 100 ml,,,,Women,,2017,,,,
Boucheron,4.5,46,Citrus,Boucheron Place Vendome,Boucheron,"Available in 8 ml, 50 ml, 100 ml and 200 ml",,,,Women,,2013,,,,
Parfums De Coeur,4.8,5,Cedar,Body Fantasies Signature Sugar Peach,Parfums De Coeur,Available in 240 ml,,,,Women,,,,,,
Victoria's Secret,4.0,2,Vanilla,Victoria's Secret Tease Creme Cloud,Victoria's Secret,Available in 100 ml,,,,Women,,2021,,,,
Usher,5.0,1,Jasmine,Usher Homme,Usher,Available in 50 ml and 100 ml,,,,Men,,2018,,,,
Tous,4.6,13,fresh,Tous L'eau,Tous,Available in 4 ml and 90 ml,,,,Women,,,,,,
Yves De Sistelle,4.1,21,Bergamot,Thallium Black,Yves De Sistelle,Available in 100 ml,,,,Men,,,,,,
Lolita Lempicka,4.3,42,fresh,Sweet Lolita Lempicka,Lolita Lempicka,"Available in 1 ml, 8 ml, 30 ml, 50 ml, 80 ml and 100 ml",,,,Women,,2014,,,,
Sofia Vergara,4.3,4,Patchouli,Sofia Vergara Lost In Paradise,Sofia Vergara,Available in 100 ml,,,,Women,,2019,,,,
Jean Louis Scherrer,4.7,103,Floral,Scherrer,Jean Louis Scherrer,"Available in 4 ml, 25 ml, 50 ml, 60 ml, 100 ml and 150 ml","Bergamot, Tangerine, Galbanum, Blackcurrant buds (Cassis)","Iris (Florentine), Jasmine, Rose (Bulgarian)","Patchouli, Sandalwood (Mysore), Oakmoss, Vetiver (Bourbon)",Women,,1979,,,,
Yves Saint Laurent,4.3,55,Floral,Parisienne,Yves Saint Laurent,"Available in 1 ml, 7 ml, 30 ml, 50 ml and 90 ml","Vinyl accord, Blackberries, Cranberries","Peony, Rose (Damascone), Violet","Patchouli, Sandalwood, Vetiver, Musk",Women,,2009,,,,
Oscar De La Renta,4.7,16,Citrus,Oscar De La Renta Extraordinary,Oscar De La Renta,Available in 8 ml and 90 ml,,,,Women,,2015,,,,
Marina De Bourbon,4.3,27,,Marina De Bourbon Rouge Royal,Marina De Bourbon,"Available in 50 ml, 100 ml and 150 ml","Lemon (green), Blackcurrant buds (Cassis), Strawberry","Jasmine, Lily of the Valley (Muguet), Ylang-ylang","Treemoss, Opopanax",Women,,2002,,,,
Initio Parfums Prives,,,,Initio Musk Therapy,Initio Parfums Prives,Available in 90 ml,,,,Men and Women,,,,,,
Salvatore Ferragamo,4.5,50,Citrus,Incanto Heaven,Salvatore Ferragamo,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 100 ml and 150 ml","Grapefruit, Seringa flower, Apple (red)","Hibiscus flower tea, Peony (pink), Apricot","Iris (Orris), Violet, Musk",Women,,2008,,,,
Givenchy,4.6,39,Bergamot,Givenchy Iii,Givenchy,"Available in 4 ml, 30 ml, 50 ml and 100 ml","Hyacinth, Galbanum","Jasmine, Rose (Oriental)","Patchouli, Oakmoss",Women,,1970,,,,
Elie Saab,4.9,20,fresh,Girl Of Now Forever,Elie Saab,Available in 50 ml and 90 ml,,,,Women,,2019,,,,
Abercrombie & Fitch,4.7,6,fresh,First Instinct,Abercrombie & Fitch,Available in 50 ml and 100 ml,,,,Women,,2017,,,,
Etat Libre d'Orange,5.0,2,,Exit The King,Etat Libre d'Orange,Available in 100 ml,,,,Men,,,,,,
Guerlain,3.4,11,Bergamot,Du Coq,Guerlain,Available in 100 ml,"Bergamot, Lemon, Orange, Lavender",Rosemary,Sandalwood,Men,,1894,,,,
David Beckham,5.0,3,,David Beckham Classic,David Beckham,Available in 60 ml and 90 ml,,,,Men,,2014,,,,
Disney,4.1,14,fresh,Cinderella,Disney,"Available in 7 ml, 50 ml, 60 ml, 75 ml and 100 ml",,,,Women,,,,,,
Bvlgari,3.7,3,Vanilla,Bvlgari Splendida Tubereuse Mystique,Bvlgari,Available in 100 ml,,,,Women,,2019,,,,
Van Cleef & Arpels,5.0,4,Cedar,Bois Dore,Van Cleef & Arpels,Available in 75 ml,,,,Women,,2017,,,,
La Rive,5.0,6,Cedar,Aqua Bella,La Rive,Available in 100 ml,,,,Women,,2014,,,,
Amouage,4.6,14,Jasmine,Amouage Honour,Amouage,"Available in 1 ml, 100 ml and 300 ml",,,,Women,,2011,,,,
Victoria's Secret,4.0,4,,Victoria's Secret Scandalous,Victoria's Secret,"Available in 7 ml, 8 ml, 50 ml and 100 ml",,,,Women,,2014,,,,
Tom Ford,4.6,70,,Tom Ford Noir Extreme,Tom Ford,Available in 50 ml and 100 ml,,,,Men,,2015,,,,
Tom Ford,4.3,17,Bergamot,Tom Ford Metallique,Tom Ford,Available in 50 ml and 100 ml,,,,Women,,2019,,,,
Tocca,5.0,5,Rose,Tocca Cleopatra,Tocca,Available in 50 ml,,,,Women,,2007,,,,
YZY Perfume,4.3,13,,Territoire,YZY Perfume,Available in 100 ml,,,,Men,,,,,,
Swiss Arabian,4.9,11,fresh,Swiss Arabian Layali,Swiss Arabian,Available in 15 ml and 50 ml,,,,Women,,,,,,
Liz Claiborne,4.4,86,Bergamot,Realities (new),Liz Claiborne,"Available in 1 ml, 5 ml, 10 ml, 15 ml, 50 ml, 75 ml, 100 ml, 125 ml and 200 ml",,,,Women,,,,,,
Paco Rabanne,4.8,5,Vanilla,Pure Xs Night,Paco Rabanne,Available in 100 ml,,,,Men,,2019,,,,
Paris Hilton,4.5,8,Bergamot,Paris Hilton With Love,Paris Hilton,"Available in 6 ml, 8 ml, 50 ml, 90 ml and 100 ml",,,,Women,,2014,,,,
Miu Miu,5.0,2,Floral,Miu Miu L'eau Bleue,Miu Miu,Available in 50 ml and 100 ml,,,,Women,,2016,,,,
Boucheron,4.4,37,Cedar,Miss Boucheron,Boucheron,"Available in 1 ml, 10 ml, 50 ml, 100 ml, 195 ml and 200 ml","Bergamot, Pepper (rose / pink), Pomegranate","Cyclamen, Rose (Bulgarian), Violet","Cedarwood (Virginia), Suede (white), Musk",Women,,2007,,,,
Michael Kors,5.0,2,Bergamot,Michael Kors Extreme Rush,Michael Kors,Available in 121 ml,,,,Men,,2019,,,,
Lacoste,5.0,1,Jasmine,Lacoste Eau De Lacoste L.12.12 Pour Elle,Lacoste,Available in 90 ml,,,,Women,,,,,,
Initio Parfums Prives,3.6,5,Vanilla,Initio Absolute Aphrodisiac,Initio Parfums Prives,Available in 90 ml,,,,Men and Women,,2015,,,,
Hustler,,,,Hustler Gentlemen,Hustler,Available in 100 ml,,,,Men,,,,,,
Playboy,4.8,15,Citrus,Hollywood Playboy,Playboy,Available in 50 ml and 100 ml,"Bergamot, Mandarin, Thyme, Elemi","Jasmine, Lavender, Cedarwood, Rosewood","Sandalwood, Vetiver, Amber, Musk, Vanilla",Men,,2009,,,,
Fred Hayman,4.4,25,Citrus,Hollywood,Fred Hayman,"Available in 5 ml, 50 ml, 100 ml and 200 ml","Bergamot, Clementine, Sage, Apple","Lavender, Clove, Leather, Suede, Juniperberry","Sandalwood, Vetiver, Amber, Musk",Men,,1999,,,,
Jesus Del Pozo,2.5,2,Lemon,Halloween Man Rock On,Jesus Del Pozo,"Available in 50 ml, 75 ml and 125 ml",,,,Men,,2014,,,,
Elizabeth Arden,4.8,6,Citrus,Green Tea Summer,Elizabeth Arden,Available in 50 ml and 100 ml,"Lemon, Tangerine, Blackcurrant sorbet","Cyclamen, Rose (Eglantine-wild), Waterlily, Tea (Green), Passionfruit, Watermelon","Crystalline moss, Amber (white), Musk (sheer)",Women,,2005,,,,
Donna Karan,4.6,19,Citrus,Dkny,Donna Karan,"Available in 8 ml, 50 ml, 75 ml, 100 ml and 200 ml","Tangerine, Ginger, Leaves (Ivy)","Spice (white), Juniperberry","Maplewood (red), Sandalwood",Men,,2000,,,,
Demeter,4.1,11,,Demeter Pineapple,Demeter,Available in 30 ml and 120 ml,,,,Men and Women,,,,,,
Marvel,4.5,4,,Deadpool,Marvel,Available in 100 ml,,,,Men,,2016,,,,
Max Azria,4.5,22,,Bon Chic,Max Azria,"Available in 7 ml, 50 ml and 100 ml",,,,Women,,,,,,
Bodycology,5.0,6,,Bodycology Sweet Love,Bodycology,Available in 240 ml,,,,Women,,,,,,
Acqua Di Parma,4.5,26,Citrus,Blu Mediterraneo Fico Di Amalfi,Acqua Di Parma,"Available in 1 ml, 75 ml and 150 ml","Bergamot, Grapefruit, Lemon, Orange, Tangerine, Cedar leaves","Jasmine, Pepper (rose / pink), Fig nectar","Cedarwood, Fig wood, Guaïac wood",Women,,2006,,,,
Oscar De La Renta,4.1,15,Jasmine,Bella Rosa,Oscar De La Renta,Available in 100 ml,,,,Women,,2019,,,,
Afnan,4.0,1,,Afnan Turathi Brown,Afnan,Available in 90 ml,,,,Men,,,,,,
Roberto Cavalli,4.7,22,Bergamot,Roberto Cavalli Paradiso Azzurro,Roberto Cavalli,Available in 75 ml,,,,Women,,2016,,,,
Rasasi,4.7,24,Jasmine,Rasasi La Yuqawam,Rasasi,Available in 75 ml,,,,Men,,2012,,,,
Playboy,4.5,2,Cedar,Playboy Endless Night,Playboy,Available in 100 ml,,,,Men,,2018,,,,
Nusuk,4.3,19,,Nusuk Blue Oud,Nusuk,Available in 4 ml and 100 ml,,,,Women,,,,,,
Acca Kappa,3.0,2,Bergamot,Muschio Bianco (white Musk/moss),Acca Kappa,"Available in 8 ml, 50 ml and 100 ml",,,,Women,,1997,,,,
Disney,4.2,6,Citrus,Mickey Mouse,Disney,"Available in 50 ml, 100 ml and 200 ml",,,,Men,,,,,,
Michael Kors,5.0,1,Rose,Michael Kors Starlight Shimmer,Michael Kors,Available in 100 ml,,,,Women,,2019,,,,
Lattafa,3.0,2,,Maahir,Lattafa,Available in 100 ml,,,,Men and Women,,,,,,
Guerlain,4.3,10,,L'homme Ideal L'intense,Guerlain,Available in 100 ml,,,,Men,,2018,,,,
Yves Saint Laurent,4.5,14,Cedar,L'homme Cologne Bleue,Yves Saint Laurent,Available in 60 ml and 100 ml,,,,Men,,2018,,,,
Kim Kardashian,4.1,15,Citrus,Kim Kardashian Glam,Kim Kardashian,"Available in 7 ml, 30 ml, 50 ml, 100 ml and 240 ml",,,,Women,,2012,,,,
Katy Perry,4.2,9,,Katy Perry's Indi,Katy Perry,"Available in 8 ml, 30 ml, 50 ml and 100 ml",,,,Women,,2017,,,,
Jo Malone,2.8,4,Fruity,Jo Malone Nectarine Blossom & Honey,Jo Malone,"Available in 30 ml, 100 ml and 200 ml",,,,Men and Women,,2005,,,,
Jo Malone,4.9,11,Bergamot,Jo Malone Lime Basil & Mandarin,Jo Malone,"Available in 8 ml, 30 ml and 100 ml",,,,Men and Women,,1999,,,,
Jean Paul Gaultier,4.7,3,,Jean Paul Gaultier Scandal,Jean Paul Gaultier,Available in 150 ml,,,,Men,,,,,,
Elizabeth Arden,3.9,18,Bergamot,Green Tea Cherry Blossom,Elizabeth Arden,"Available in 8 ml, 50 ml and 100 ml",,,,Women,,2012,,,,
Loewe,4.5,56,Citrus,Esencia,Loewe,"Available in 2 ml, 5 ml, 50 ml, 75 ml, 100 ml and 151 ml","artemisia, juniper, berries, lavender, green notes, tarragon, galbanum, bergamot, lemon, petit grain","clary sage, nutmeg, basil, jasmine, neroli, lily of the valley, rose, pine tress needles, geranium, black currant","tonka bean, leather, sandalwood, fir, amber, patchouli, musk, oakmoss, vettiver, cedar, styrax",Men,,1987,,,,
Dr Teal's,4.6,12,,Dr Teal's Sleep Spray,Dr Teal's,Available in 177 ml,,,,Women,,,,,,
Chloe,4.7,10,Cedar,Chloe Love Story Eau Sensuelle,Chloe,Available in 50 ml and 75 ml,,,,Women,,2016,,,,
Carven,4.7,3,Floral,Carven Le Parfum,Carven,"Available in 5 ml, 8 ml, 10 ml, 50 ml, 100 ml and 150 ml",,,,Women,,2013,,,,
Parfums Gres,4.9,7,Bergamot,Cabotine Fleur Splendide,Parfums Gres,Available in 8 ml and 100 ml,,,,Women,,2013,,,,
Bottega Veneta,4.9,8,Bergamot,Bottega Veneta,Bottega Veneta,Available in 50 ml and 90 ml,,,,Men,,2013,,,,
Marvel,3.5,2,,Black Panther Marvel,Marvel,Available in 100 ml,,,,Men,,,,,,
Victoria's Secret,4.7,39,Floral,Basic Instinct,Victoria's Secret,"Available in 30 ml, 50 ml and 75 ml","Nigella, Osmanthus, Port wine, Apricot","Gardenia, Lily, Rose (Turkish, Ottoman), Sampaquita flower, Tuberose","Patchouli, Wood (Ebony), Vanilla",Women,,2004,,,,
Giorgio Armani,4.7,31,Bergamot,Armani Si Intense,Giorgio Armani,Available in 50 ml and 100 ml,,,,Women,,2014,,,,
Serge Lutens,4.5,16,Floral,Ambre Sultan,Serge Lutens,Available in 50 ml,"Laurel, Myrtle, Bay leaves, Oregano","Jasmine, Coriander seeds, Angelica root",,Men and Women,,2009,,,,
Adidas,5.0,3,,Adidas Get Ready,Adidas,Available in 50 ml,,,,Women,,2014,,,,
Torand,4.7,7,Floral,90210 Beverly Hills,Torand,"Available in 5 ml, 15 ml, 30 ml, 50 ml and 100 ml",,,,Women,,1992,,,,
Prince,3.9,50,Bergamot,3121,Prince,"Available in 7 ml, 8 ml, 30 ml, 50 ml, 100 ml and 150 ml","Bergamot, Jasmine, Gardenia","Orange flower, Muguet, Tuberose, Ylang ylang","Patchouli, Sandalwood, Cedarwood",Women,,2007,,,,
Tocca,4.2,5,,Tocca Stella,Tocca,Available in 8 ml and 50 ml,,,,Women,,2006,,,,
Parfums Jacques Evard,4.5,25,Bergamot,Thallium Sport,Parfums Jacques Evard,"Available in 2 ml, 8 ml and 100 ml",,,,Men,,,,,,
Anna Sui,4.8,35,Cedar,Sui Dreams,Anna Sui,"Available in 1 ml, 5 ml, 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Bergamot, Orange (bitter), Tangerine, Star anise, Nectarine, Peach","Freesia, Peony, Rose, Cinnamon","Cedarwood, Sandalwood, Musks, Vanilla",Women,,2000,,,,
Stella McCartney,4.5,189,Citrus,Stella,Stella McCartney,"Available in 7 ml, 8 ml, 10 ml, 30 ml, 50 ml, 75 ml, 100 ml, 195 ml and 200 ml",,,,Women,,,,,,
Michel Germain,4.0,4,Patchouli,Sexual Paris,Michel Germain,Available in 125 ml,,,,Men,,,,,,
Rihanna,4.5,13,Bergamot,Rihanna Rogue,Rihanna,Available in 30 ml and 100 ml,,,,Men,,2014,,,,
Maison Margiela,4.5,2,Jasmine,Replica Springtime In A Park,Maison Margiela,Available in 100 ml,,,,Men and Women,,2019,,,,
Antonio Banderas,4.2,5,Cedar,Queen Of Seduction,Antonio Banderas,Available in 1 ml and 80 ml,,,,Women,,2016,,,,
Pierre Cardin,4.5,6,Jasmine,Pierre Cardin Rose Cardin,Pierre Cardin,Available in 30 ml,,,,Women,,1990,,,,
Juliette Has A Gun,3.8,4,,Not A Perfume Superdose,Juliette Has A Gun,Available in 100 ml,,,,Men and Women,,2019,,,,
Michael Kors,5.0,1,Bergamot,Michael Kors Wonderlust Eau Fresh,Michael Kors,Available in 100 ml,,,,Women,,2018,,,,
Yves Saint Laurent,4.8,60,fresh,Manifesto,Yves Saint Laurent,"Available in 8 ml, 9 ml, 50 ml and 90 ml",,,,Women,,,,,,
Hermes,5.0,1,,L'ombre Des Merveilles,Hermes,Available in 100 ml,,,,Women,,2020,,,,
Karl Lagerfeld,2.0,3,,Lagerfeld Classic Grey,Karl Lagerfeld,Available in 100 ml,,,,Men,,,,,,
Rasasi,4.5,17,Lemon,La Yuqawam Jasmine Wisp,Rasasi,Available in 8 ml and 75 ml,,,,Women,,2016,,,,
Joop!,4.0,1,,Joop Homme Absolute,Joop!,Available in 125 ml,,,,Men,,2019,,,,
John Varvatos,4.3,35,Cedar,John Varvatos Dark Rebel Rider,John Varvatos,"Available in 8 ml, 75 ml and 125 ml",,,,Men,,2016,,,,
Jo Malone,3.0,2,Rose,Jo Malone Velvet Rose & Oud,Jo Malone,"Available in 8 ml, 9 ml, 50 ml and 100 ml",,,,Men and Women,,2012,,,,
Jo Malone,,,Floral,Jo Malone Tuberose Angelica,Jo Malone,"Available in 8 ml, 9 ml, 50 ml and 100 ml",,,,Men and Women,,2014,,,,
Jo Malone,3.9,7,fresh,Jo Malone Mimosa & Cardamom,Jo Malone,"Available in 9 ml, 30 ml and 100 ml",,,,Women,,2015,,,,
Etat Libre D'orange,4.1,7,Vanilla,Fat Electrician,Etat Libre D'orange,Available in 50 ml and 100 ml,,,,Men,,2009,,,,
Rochas,4.4,33,Cedar,Eau De Rochas,Rochas,"Available in 5 ml, 50 ml, 100 ml, 121 ml, 130 ml, 150 ml and 200 ml","Mandarin, Juniperberry","Verbena, Cypress","Cedarwood, Cypress, Vetiver",Men,,1993,,,,
Christian Dior,5.0,18,Citrus,Diorella,Christian Dior,"Available in 8 ml, 50 ml and 100 ml","Lemon, Basil","Jasmine, Honeysuckle, Peach","Vetiver, Oakmoss",Women,,1972,,,,
Parfums De Coeur,4.6,11,fresh,Designer Imposters Wanna Play?,Parfums De Coeur,Available in 75 ml,,,,Women,,,,,,
Demeter,4.1,8,Floral,Demeter Pure Soap,Demeter,Available in 30 ml and 120 ml,,,,Women,,2009,,,,
Demeter,4.7,18,fresh,Demeter Dirt,Demeter,Available in 30 ml and 120 ml,,,,Men,,1996,,,,
David Beckham,4.5,8,Patchouli,David Beckham Essence,David Beckham,Available in 75 ml,,,,Men,,2012,,,,
Clean,3.3,4,Bergamot,Clean Air,Clean,"Available in 1 ml, 8 ml, 15 ml, 30 ml, 60 ml, 63 ml and 177 ml",,,,Women,,2015,,,,
